title,href
Replication data for: The Informative Power of Treaty Commitment: Using the Spatial Model to Address Selection Effects,/dataset.xhtml?persistentId=hdl:1902.1/20287
Replication data for: Backlash and Legitimation: Macro Political Responses to Supreme Court Decisions,/dataset.xhtml?persistentId=hdl:1902.1/20669
Replication data for: The Power of Partisanship in Brazil: Evidence from Survey Experiments,/dataset.xhtml?persistentId=hdl:1902.1/21485
Replication data for: Placing Racial Stereotypes in Context:  Social Desirability and the Politics of Racial Hostility,/dataset.xhtml?persistentId=hdl:1902.1/21431
Replication data for: The strategic nature of compliance: An empirical evaluation of law implementation in the central monitoring system of the EU,/dataset.xhtml?persistentId=hdl:1902.1/20458
"Replication data for: Activation, Conversion, or Reinforcement? The Impact of Partisan News Exposure on Vote Choice",/dataset.xhtml?persistentId=hdl:1902.1/20819
Replication data for: Package Deals in EU Legislative Politics,/dataset.xhtml?persistentId=hdl:1902.1/20307
Replication data for: Name Recognition and Candidate Support,/dataset.xhtml?persistentId=hdl:1902.1/19966
Replication data for: Bootstrap Confidence Regions for Multidimensional Scaling Solutions,/dataset.xhtml?persistentId=hdl:1902.1/21568
Replication data for: The Conditionality of Vote Buying Norms:  Experimental Evidence from Latin America,/dataset.xhtml?persistentId=hdl:1902.1/21349
Replication data for: Group Segregation and Urban Violence,/dataset.xhtml?persistentId=hdl:1902.1/20652
"Replication data for: Distorted Communication, Unequal Representation: Constituents Communicate Less To Representatives Not Of Their Race",/dataset.xhtml?persistentId=hdl:1902.1/21688
Replication data for: When Pay Outs Pay Off: Conditional Cash-Transfers and Voting Behavior in Brazil 2002-2010,/dataset.xhtml?persistentId=hdl:1902.1/20257
"Replication data for: Responding to War on Capitol Hill: Battlefield Casualties, Congressional Response, and Public Support for the War in Iraq",/dataset.xhtml?persistentId=hdl:1902.1/21452
Replication data for: Are Voters More Likely to Contribute to Other Public Goods: Evidence from a Large-Scale Randomized Policy Experiment,/dataset.xhtml?persistentId=hdl:1902.1/21394
Replication data for: Does Decentralization Improve Perceptions of Accountability? Attitudinal Evidence from Colombia,/dataset.xhtml?persistentId=hdl:1902.1/21236
Replication data for: A Model of Endogenous Government Formation,/dataset.xhtml?persistentId=hdl:1902.1/20010
"Replication data for: Working Twice as Hard to Get Half as Far: Race, Work Ethic, and America’s Deserving Poor",/dataset.xhtml?persistentId=hdl:1902.1/20351
Replication data for: Widowhood Effects in Voter Participation,/dataset.xhtml?persistentId=hdl:1902.1/20749
Replication data for: Why Vote with the Chief? Political Connections and Public Goods Provision in Zambia,/dataset.xhtml?persistentId=hdl:1902.1/19467
Replication data for: United Nations Peacekeeping and Civilian Protection in Civil War,/dataset.xhtml?persistentId=hdl:1902.1/21043
Replication data for: Autocracies and Terrorism: Conditioning Effects of Authoritarian Regime-Type on Terrorist Attacks,/dataset.xhtml?persistentId=hdl:1902.1/20335
Replication data for: A Natural Experiment in Proposal Power and Electoral Success,/dataset.xhtml?persistentId=hdl:1902.1/21008
"Replication data for: An Integrated Theory of Budgetay Politics and Some Empirical Tests: the US National Budget, 1791-2010",/dataset.xhtml?persistentId=hdl:1902.1/22625
Replication data for: A Primary Cause of Partisanship?  Nomination Systems and Legislator Ideology,/dataset.xhtml?persistentId=hdl:1902.1/22099
Replication data for: Separating the Shirkers from the Workers? Making Sure Respondents Pay Attention on Self-Administered Surveys,/dataset.xhtml?persistentId=hdl:1902.1/22423
Replication data for: Dollars on the Sidewalk: Should U.S. Presidential Candidates Advertise in Uncontested States?,/dataset.xhtml?persistentId=hdl:1902.1/22127
Replication data for: Making it Personal: Regime Type and Nuclear Proliferation,/dataset.xhtml?persistentId=hdl:1902.1/22417
Replication data for: Ethnic Politics and Women's Empowerment in Africa: Ministerial Appointments to Executive Cabinets,/dataset.xhtml?persistentId=hdl:1902.1/22174
"Replication data for: How governments shape the risk of civil violence: India’s federal reorganization, 1950–56",/dataset.xhtml?persistentId=hdl:1902.1/22158
Replication data for: A Primary Cause of Partisanship?,/dataset.xhtml?persistentId=hdl:1902.1/22116
Replication data for: Do better monitoring institutions increase leadership quality in community organizations? Evidence from Uganda,/dataset.xhtml?persistentId=hdl:1902.1/22124
Replication data for: Does Descriptive Representation Facilitate Women's Distinctive Voice? How Gender Composition and Decision Rules Affect Deliberation,/dataset.xhtml?persistentId=hdl:1902.1/22140
Replication data for: Social Esteem and Participation in Contentious Politics: A Field Experiment at an LGBT Pride Rally,/dataset.xhtml?persistentId=hdl:1902.1/21992
Replication data for: Preferences for International Redistribution: The Divide Over the Eurozone Bailouts,/dataset.xhtml?persistentId=hdl:1902.1/21782
Replication data for: Identifying Irregularities in Mexican Local Elections,/dataset.xhtml?persistentId=hdl:1902.1/21752
Replication data for: Civil War and Social Cohesion: Lab-in-the-Field Evidence from Nepal,/dataset.xhtml?persistentId=hdl:1902.1/21961
"Replication data for: Electoral Choice, Ideological Conflict, and Political Participation",/dataset.xhtml?persistentId=hdl:1902.1/21801
"Replication data for: Size, Democracy, and the Economic Costs of Running the Political System",/dataset.xhtml?persistentId=hdl:1902.1/22583
Replication data for: Informing the Electorate?  How Party Cues and Policy Information Affect Public Opinion about Initiatives,/dataset.xhtml?persistentId=hdl:1902.1/21768
"Replication data for: The Semi-Constrained Court: Public Opinion, the Separation of Powers, and the U.S. Supreme Court's Fear of Nonimplementation",/dataset.xhtml?persistentId=hdl:1902.1/22018
Replication data for: Partisans In Robes: Party Cues and Public Acceptance of Supreme Court Decisions,/dataset.xhtml?persistentId=hdl:1902.1/22157
Replication data for: Elections and Deceptions: An Experimental Study on the Behavioral Effects of Democracy,/dataset.xhtml?persistentId=hdl:1902.1/22087
Replication data for: Spatial and Temporal Proximity: Examining the Effects of Protests on Political Attitudes,/dataset.xhtml?persistentId=hdl:1902.1/21815
Replication data for: Reassessing Schoenfeld Residual Tests of Proportional Hazards in Political Science Event History Analyses,/dataset.xhtml?persistentId=doi:10.7910/DVN/27682
Replication data for: Emotional Substrates of White Racial Attitudes,/dataset.xhtml?persistentId=doi:10.7910/DVN/27293
Replication data for: The Productivity Consequences of Political Turnover: Firm-Level Evidence from Ukraine's Orange Revolution,/dataset.xhtml?persistentId=doi:10.7910/DVN/27512
Replication data for: The Influence of News Media on Political Elites: Investigating Strategic Responsiveness in Congress,/dataset.xhtml?persistentId=doi:10.7910/DVN/27597
Replication data for: The Achilles Heel of Plurality Systems: Geography and Representation in Multi-Party Democracies,/dataset.xhtml?persistentId=doi:10.7910/DVN/27325
"Replication data for: Rising to the Top: Gender, Political Performance, and Party Leadership in Parliamentary Democracies",/dataset.xhtml?persistentId=doi:10.7910/DVN/27631
Replication data for: How Aspiration to Office Conditions the Impact of Government Participation on Party Platform Change,/dataset.xhtml?persistentId=doi:10.7910/DVN/27662
Replication data for: Signaling Alliance Commitments: Hand-Tying and Sunk Costs in Extended Nuclear Deterrence,/dataset.xhtml?persistentId=doi:10.7910/DVN/27466
Replication data for: The Primacy of Race in the Geography of Income-Based Voting: New Evidence from Public Voting Records,/dataset.xhtml?persistentId=doi:10.7910/DVN/27718
Replication data for: Tracing the Flow of Policy Ideas in Legislatures: A Text Reuse Approach,/dataset.xhtml?persistentId=doi:10.7910/DVN/27584
Replication data for: Institutional Characteristics and Regime Survival: Why Are Semi-Democracies Less Durable Than Autocracies and Democracies?,/dataset.xhtml?persistentId=doi:10.7910/DVN/27371
Replication data for: Can Incarcerated Felons Be (Re)integrated into the Political System? Results from a Field Experiment,/dataset.xhtml?persistentId=doi:10.7910/DVN/27241
Replication data for: Everything to Everyone: The Electoral Consequences of Broad Policy Appeals in Europe,/dataset.xhtml?persistentId=doi:10.7910/DVN/27217
Replication data for: Candidates or Districts? Reevaluating the Role of Race in Voter Turnout,/dataset.xhtml?persistentId=doi:10.7910/DVN/27624
Replication data for: Legislative Veto Players and the Effects of International Human Rights Agreements,/dataset.xhtml?persistentId=doi:10.7910/DVN/27701
"Replication data for: Competency Costs in Foreign Affairs: Presidential Performance in International Conflicts and Domestic Legislative Success, 1953-2001",/dataset.xhtml?persistentId=doi:10.7910/DVN/27499
Replication data for: When Government Subsidizes Its Own: Collective Bargaining Laws as Agents of Political Mobilization,/dataset.xhtml?persistentId=doi:10.7910/DVN/26936
Replication data for: Into the Words: Using Statutory Text to Explore the Impact of Federal Courts on State Policy Diffusion,/dataset.xhtml?persistentId=doi:10.7910/DVN/27063
Replication data for: Fear and Loathing Across Party Lines:  New Evidence on Group Polarization,/dataset.xhtml?persistentId=doi:10.7910/DVN/26662
Replication data for: Explaining Explanations: How Legislators Explain their Policy Positions and How Citizens React,/dataset.xhtml?persistentId=doi:10.7910/DVN/26714
Replication data for: Social Protest and Policy Attitudes: The Case of the 2006 Immigrant Rallies,/dataset.xhtml?persistentId=doi:10.7910/DVN/27113
Replication data for: The Effect of Fact-Checking on Elites: A Field Experiment on U.S. State Legislators,/dataset.xhtml?persistentId=doi:10.7910/DVN/26867
Replication data for: Women Don't Run? Election Aversion and Candidate Entry,/dataset.xhtml?persistentId=doi:10.7910/DVN/26783
Replication data for: What Makes An Agency Independent,/dataset.xhtml?persistentId=doi:10.7910/DVN/26943
Replication data for: Priming Predispositions and Changing Policy Positions,/dataset.xhtml?persistentId=doi:10.7910/DVN/26721
Replication data for: Responsibility Attribution for Collective Decision Makers,/dataset.xhtml?persistentId=doi:10.7910/DVN/25615
Replication data for: No News is News: Non-Ignorable Non-Response in Roll-Call Data Analysis,/dataset.xhtml?persistentId=doi:10.7910/DVN/26457
Replication data for: The Effect of Inequality and Social Identity on Party Strategies,/dataset.xhtml?persistentId=doi:10.7910/DVN/26516
Replication data for: The Temporary Importance of Role Models for Women's Political Representation,/dataset.xhtml?persistentId=doi:10.7910/DVN/26570
Replication data for: Testing What Matters (If You Must Test at All): A Context-Driven Approach to Substantive and Statistical Significance,/dataset.xhtml?persistentId=doi:10.7910/DVN/26555
Replication data for: The Nature of Legal Change on the U.S. Supreme Court: Jurisprudential Regimes Theory and Its Alternatives,/dataset.xhtml?persistentId=doi:10.7910/DVN/26522
"Replication data for: Its (Change in) the (Future) Economy, Stupid: Economic Indicators, the Media and Public Opinion",/dataset.xhtml?persistentId=doi:10.7910/DVN/26490
Replication data for: Using Bayesian Aldrich-McKelvey Scaling to Study Citizens' Ideological Preferences and Perceptions,/dataset.xhtml?persistentId=doi:10.7910/DVN/26638
Replication data for: Dissolution Threats and Legislative Bargaining,/dataset.xhtml?persistentId=doi:10.7910/DVN/26461
Replication data for: When do the Rich Vote Less than the Poor and Why? Explaining Turnout Inequality across the World,/dataset.xhtml?persistentId=doi:10.7910/DVN/25540
Replication data for: What the Demolition of Public Housing Teaches Us About the Impact of Racial Threat on Political Behavior,/dataset.xhtml?persistentId=doi:10.7910/DVN/26612
Replication data for: Chief Justice Roberts’ Health Care Decision Disrobed: The Microfoundations of the Supreme Court’s Legitimacy,/dataset.xhtml?persistentId=doi:10.7910/DVN/26586
Replication data for: Connecting the Candidates: Consultant Networks and the Diffusion of Campaign Strategy in American Congressional Elections,/dataset.xhtml?persistentId=doi:10.7910/DVN/26467
Replication data for: Causes of Non-Compliance with International Law: A Field Experiment on Anonymous Incorporation,/dataset.xhtml?persistentId=doi:10.7910/DVN/25707
Replication data for: Using Qualitative Information to Improve Causal Inference,/dataset.xhtml?persistentId=doi:10.7910/DVN/26642
Replication data for: Rewarding Bad Behavior: How Governments Respond to Terrorism in Civil War,/dataset.xhtml?persistentId=doi:10.7910/DVN/24506
Replication data for: Social Identity and Electoral Accountability,/dataset.xhtml?persistentId=doi:10.7910/DVN/24800
"Replication data for: The Relationship Between Genes, Psychological Traits, and Political Participation",/dataset.xhtml?persistentId=doi:10.7910/DVN/23972
"Replication data for: Conflict, Cooperation, and Institutional Change on the Commons",/dataset.xhtml?persistentId=doi:10.7910/DVN/25531
Replication data for: Arguing for a Negligible Effect,/dataset.xhtml?persistentId=doi:10.7910/DVN/23818
Replication data for: The Public's Increasing Punitiveness and Its Influence on Mass Incarceration in the United States,/dataset.xhtml?persistentId=doi:10.7910/DVN/24827
"Replication data for: Immigration, Latinos, and White Partisan Politics: The New Democratic Defection",/dataset.xhtml?persistentId=doi:10.7910/DVN/23851
Replication data for: Is the U.S. Supreme Court's Legitimacy Grounded in Performance Satisfaction and Ideology?,/dataset.xhtml?persistentId=doi:10.7910/DVN/24387
Replication data for: Do Voters Respond to Party Manifestos or to a Wider Information Environment?,/dataset.xhtml?persistentId=doi:10.7910/DVN/24591
"Replication data for: Parties and Policymaking in Multiparty Governments: The Legislative Median, Ministerial Autonomy, and the Coalition Compromise",/dataset.xhtml?persistentId=doi:10.7910/DVN/24128
Replication data for: The Basic Arithmetic of Legislative Decisions,/dataset.xhtml?persistentId=doi:10.7910/DVN/24724
Replication data for: Inclusion and Public Policy: Evidence from Sweden's Introduction of Noncitizen Suffrage,/dataset.xhtml?persistentId=hdl:1902.1/18077
Replication data for: The Distributive Politics of Enforcement,/dataset.xhtml?persistentId=doi:10.7910/DVN/24859
Replication data for: Assortative Mating on Ideology Could Operate Through Olfactory Cues,/dataset.xhtml?persistentId=doi:10.7910/DVN/24789
Replication data for: Xenophobic Rhetoric and Its Political Effects on Immigrants and Their Co-Ethnics,/dataset.xhtml?persistentId=doi:10.7910/DVN/24707
Replication data for: Regulation of Speech and Media Coverage of Corruption: An Empirical Analysis of the Mexican Press,/dataset.xhtml?persistentId=doi:10.7910/DVN/23958
Replication data for: The Hidden American Immigration Consensus: A Conjoint Analysis of Attitudes toward Immigrants,/dataset.xhtml?persistentId=doi:10.7910/DVN/25505
Replication data for: Courting the President: How Circuit Court Judges Alter Their Behavior for Promotion to the Supreme Court,/dataset.xhtml?persistentId=doi:10.7910/DVN/25302
Replication data for: Political Reinforcement: How Rising Inequality Curbs Manifested Welfare Generosity,/dataset.xhtml?persistentId=doi:10.7910/DVN/24975
Replication data for: A Checkpoint Effect? Evidence from a Natural Experiment on Travel Restrictions in the West Bank.,/dataset.xhtml?persistentId=doi:10.7910/DVN/24507
Replication data for: Partisanship in a Social Setting,/dataset.xhtml?persistentId=doi:10.7910/DVN/22892
Replication data for: Presidents and Patronage,/dataset.xhtml?persistentId=doi:10.7910/DVN/23302
"Replication data for: Ministerial Responsiveness in Westminster Systems: Institutional Choices and House of Commons Debate, 1832--1915",/dataset.xhtml?persistentId=doi:10.7910/DVN/23063
"Replication data for: On The Validity Of The Regression Discontinuity Design For Estimating Electoral Effects: New Evidence From Over 40,000 Close Races",/dataset.xhtml?persistentId=doi:10.7910/DVN/24937
Replication data for: The Fates of Challengers in US House Elections: The Role of Extended Party Networks in Supporting Candidates and Shaping Electoral Outcomes,/dataset.xhtml?persistentId=doi:10.7910/DVN/24220
"Replication data for: Income, Democracy, and Leader Turnover",/dataset.xhtml?persistentId=doi:10.7910/DVN/25423
Replication data for: Comparative Politics and the Synthetic Control Method,/dataset.xhtml?persistentId=doi:10.7910/DVN/24714
Replication data for: Don't Stand So Close to Me: Spatial Contagion Effects and Party Competition,/dataset.xhtml?persistentId=doi:10.7910/DVN/24914
Replication data for: Voter Learning in State Primary Elections,/dataset.xhtml?persistentId=doi:10.7910/DVN/23454
Replication data for: Institutional Sources of Legitimate Authority,/dataset.xhtml?persistentId=doi:10.7910/DVN/24797
Replication data for: Rethinking the Comparative Perspective on Class and Representation: Evidence from Latin America,/dataset.xhtml?persistentId=doi:10.7910/DVN/24742
Replication Data for: Cardinals or Clerics? Congressional Committees and the Distribution of Pork,/dataset.xhtml?persistentId=doi:10.7910/DVN/29375
Replication data for: Identifying Judicial Empathy: Does Having Daughters Cause Judges to Rule for Women's Issues?,/dataset.xhtml?persistentId=doi:10.7910/DVN/26544
Replication data for: “I Disrespectfully Agree:”   The differential effects of partisan sorting on behavioral and issue polarization,/dataset.xhtml?persistentId=hdl:1902.1/22346
Replication Data for: On Measuring Legislative Agenda Setting Power,/dataset.xhtml?persistentId=doi:10.7910/DVN/29243
Replication Data for: The Timeline of Elections: A Comparative Perspective,/dataset.xhtml?persistentId=doi:10.7910/DVN/28856
Replication Data for: Legislative Capacity and Executive Unilateralism,/dataset.xhtml?persistentId=doi:10.7910/DVN/29242
Replication Data for: Divided Government and the Fragmentation of American Law,/dataset.xhtml?persistentId=doi:10.7910/DVN/29129
Replication Data for: Voting Against Your Constituents? How Lobbying Affects Representation,/dataset.xhtml?persistentId=doi:10.7910/DVN/29080
Replication Data for: Performance Federalism and Local Democracy: Theory and Evidence from School Tax Referenda,/dataset.xhtml?persistentId=doi:10.7910/DVN/29095
Replication Data for: Does Regression Produce Representative Estimates of Causal Effects?,/dataset.xhtml?persistentId=doi:10.7910/DVN/29098
Replication Data for: Greater Expectations: A Field Experiment to Improve Accountability in Mali,/dataset.xhtml?persistentId=doi:10.7910/DVN/29040
Replication Data for: Descriptive Representation and Judicial Outcomes in Multi-Ethnic Societies,/dataset.xhtml?persistentId=doi:10.7910/DVN/28870
Replication Data for: Voting Rights for Whom?: Examining the Effects of the Voting Rights Act on Latino Political Incorporation,/dataset.xhtml?persistentId=doi:10.7910/DVN/28750
Replication Data for: Opinion Backlash and Public Attitudes: Are Political Advances in Gay Rights Counterproductive?,/dataset.xhtml?persistentId=doi:10.7910/DVN/28640
Replication Data for: Campaign Contributions Facilitate Access to Congressional Officials: A Randomized Field Experiment,/dataset.xhtml?persistentId=doi:10.7910/DVN/28582
Time Enough for Safety: Comment on “The Complications of Controlling Agency Time Discretion: FDA Review Deadlines and Postmarket Drug Safety”,/dataset.xhtml?persistentId=doi:10.7910/DVN/27191
Replication data for: How Lasting Is Voter Gratitude? An Analysis of the Short- and Long-term Electoral Returns to Beneficial Policy,/dataset.xhtml?persistentId=doi:10.7910/DVN/25582
Replication data for: Poverty and Support for Militant Politics: Evidence from Pakistan,/dataset.xhtml?persistentId=hdl:1902.1/17042
Replication data for: Comparing and Combining List and Endorsement Experiments: Evidence from Afghanistan,/dataset.xhtml?persistentId=hdl:1902.1/21243
