title,href,date,description,keywords
Replication Data for: 'On Board with Banks: Do Banking Connections Help Politicians Win Elections?',/dataset.xhtml?persistentId=doi:10.7910/DVN/WNMLPA,"Jun 5, 2018","Replication files for ""On Board with Banks: Do Banking Connections Help Politicians Win Elections?"" Included are four TXT data files and an .R file. (2018-06-05)","Incumbency advantage, Local elections, Politically-connected firms, Politician-Bank Linkages"
"Replication Data for: The Political Weaponization of Gun Owners: The NRA's Cultivation, Dissemination, and Use of a Group Social Identity",/dataset.xhtml?persistentId=doi:10.7910/DVN/BXBJFW,"Jun 5, 2018","Replication data for ""The Political Weaponization of Gun Owners: The NRA's Cultivation, Dissemination, and Use of a Group Social Identity"" by Matthew Lacombe. The ""ReplicationInstructions"" text file serves as a guide.",
"Replication Data for ""Empowering Women? Gender Quotas and Women's Political Careers""",/dataset.xhtml?persistentId=doi:10.7910/DVN/XHBJLO,"Jun 4, 2018","Replication files for ""Empowering Women? Gender Quotas and Women's Political Careers."" Included are a STATA .dta file and a .do file. (2018-06-02)",
Replication Data for Fiscal Capacity and Inequality: Evidence from Brazilian Municipalities,/dataset.xhtml?persistentId=doi:10.7910/DVN/WUOAB7,"Jun 4, 2018","Replication data for ""Fiscal Capacity and Inequality: Evidence from Brazilian Municipalities"" (2018-06-01)","Fiscal Capacity, Democracy, Taxation, Inequality"
Replication Data for: Greasing the Wheels of Commerce? Corruption and Foreign Investment,/dataset.xhtml?persistentId=doi:10.7910/DVN/AK10AT,"May 31, 2018","There are considerable scholarly debates regarding the real consequences of corruption. Recent studies have argued that predictable corruption, in which bribers are guaranteed the delivery of government services, is less distortionary and more efficiency-enhancing than arbitrary corruption in which officials engage in simple plunder. Yet, the empirical evidence is mixed. Leveraging a vignette experiment embedded in an original firm survey in China, we find that overseas investors always consider corruption detrimental. There is some evidence that high-productivity and fixed-asset intensive investors might view predictable corruption more favorably than arbitrary corruption. Additionally, we find that compared to arbitrary corruption, predictable corruption is not associated with a significantly higher probability of market entry, but it increases the likelihood of majority ownership. Overall, the results provide little evidence that corruption ""greases the wheels of commerce"" even in a most likely case, and suggest that the perceived benefits of predictable corruption are limited.","Corruption, Uncertainty, Foreign Investment, Survey Experiment, China"
Replication Data for: What Makes Foreign Policy Teams Tick: Explaining Variation in Group Performance At Geopolitical Forecasting,/dataset.xhtml?persistentId=doi:10.7910/DVN/MZIKCS,"May 24, 2018","Replication data for ""What Makes Foreign Policy Teams Tick: Explaining Variation in Group Performance At Geopolitical Forecasting"" See readme.txt for more detail on individual files. (2018-05-23)",
"Replication Data for One Party States and Legislator Extremism in the U.S. House, 1876-2012",/dataset.xhtml?persistentId=doi:10.7910/DVN/ARMDLY,"May 24, 2018","Replication data and code for ""One Party States and Legislator Extremism in the U.S. House, 1876-2012.""",
"Replication Data for: ""Getting Rich Too Fast? Voters' Reactions to Politicians' Wealth Accumulation""",/dataset.xhtml?persistentId=doi:10.7910/DVN/NMCOBF,"May 23, 2018","This archive contains replication data and code for ""Getting Rich Too Fast? Voters' Reactions to Politicians' Wealth Accumulation."" (2018-05-16)",Transparency; Accountability; Corruption; India; Financial Disclosure
Replication Data for: Mutual Optimism and Costly Conflict: The Case of Naval Battles in the Age of Sail,/dataset.xhtml?persistentId=doi:10.7910/DVN/ECBF7Y,"May 17, 2018","Replication data for ""Mutual Optimism and Costly Conflict: The Case of the Naval Battles in the Age of Sail"". Consists of: 1) R-Script to reproduce analyses (""replicationscript.r"") 2) CSV Spreadsheet containing basic data (""rawdata.csv"") 3) R-Data files that contain results of bootstrapping 4) RTF files containing narrative descriptions of each battle to support the codings in the spreadsheet. These are numbered according to their battle IDs given in the sheet. These RTF files are not used in producing the analyses and are not referenced in the script. They are provided solely to illuminate the various coding choices involved.",
Replication Data for: Knock out Blows or the Status Quo? Momentum in the 2016 Primaries,/dataset.xhtml?persistentId=doi:10.7910/DVN/HJ4KH7,"May 15, 2018","The included files and data replication the primary and supplementary analyses in Clinton, Engelhardt, and Trussler, ""Knock out Blows or the Status Quo? Momentum in the 2016 Primaries""",
Replication Data for: Economists and Public Opinion: Expert Consensus and Economic Policy Judgments,/dataset.xhtml?persistentId=doi:10.7910/DVN/ROFNV2,"May 12, 2018",Replication materials for the two studies in the main text and the one study in the online appendix. (2015-10-14),
Replication Data for: Casual Physical Contact and Out-group Bias: Experimental Evidence from Afghanistan,/dataset.xhtml?persistentId=doi:10.7910/DVN/3TTQL2,"May 8, 2018","What determines how contact with the out-group affects behavior? We show experimentally that casual interethnic contact in a post-conflict society can increase ethnic bias. Day laborers in Kabul, Afghanistan, were equally altruistic toward their in-group and their out-group when out-group members were not physically present. When out-group members were physically present in an environment where no guidance for interaction or explicit incentives for cooperation were given, out-group altruism was decreasing in time among those who did not speak the out-group’s language, suggesting that this contact highlights differences in descent-based attributes and increases in-group identification. We provide evidence for a psychological mechanism leading to in-group bias in casual, everyday interactions in a post-conflict society, with implications for studying the nature of ethnic bias in political and economic behavior. Results suggest that interethnic interaction does not automatically improve ethnic relationships, and attention should be paid to the conditions under which interaction occurs. (2018-05-07)",
Replication Data for: The Power to Appoint: Presidential Nominations and Change on the Supreme Court  ,/dataset.xhtml?persistentId=doi:10.7910/DVN/L4IOHC,"May 3, 2018","The data and code to replicate the tables and figures in ""The Power to Appoint: Presidential Nominations and Change on the Supreme Court.""",
Replication Data for: Gendered Political Contexts: The Gender Gap in Political Knowledge,/dataset.xhtml?persistentId=doi:10.7910/DVN/E852VT,"May 3, 2018",Replication Files (datasets and codes in Stata format): - comparative survey data with individual-level analyses - second-level data of estimates from individual-level analyses - TESS experimental study - MTurk experimental study (pilot) (2018-05-02),"Political Knowledge, Stereotype Threat, Female Representation, Gender Gap"
"Replication Data for ""How Autocrats Manipulate Economic News: Evidence from Russia’s State-Controlled Television.""",/dataset.xhtml?persistentId=doi:10.7910/DVN/2CS1VF,"May 1, 2018","Provides all of the data and code necessary to reproduce the findings in ""How Autocrats Manipulate Economic News: Evidence from Russia’s State-Controlled Television."" (2018-04-23)",
How Negative Sentiment towards Muslim Americans Predicts Support for Trump in the 2016 Presidential Election,/dataset.xhtml?persistentId=doi:10.7910/DVN/CJBG5J,"Apr 27, 2018","Replication files for ""How Negative Sentiment towards Muslim Americans Predicts Support for Trump in the 2016 Presidential Election""",
Replication Data for: Implicit Attitudes Toward an Authoritarian Regime,/dataset.xhtml?persistentId=doi:10.7910/DVN/OFK4L6,"Apr 25, 2018",Replication files for Implicit Attitudes for an Authoritarian Regime (2018-04-25),
Replication Data for: Are Donation-Based Measures of Ideology Valid Predictors of Individual-Level Policy Preferences?,/dataset.xhtml?persistentId=doi:10.7910/DVN/3QNR8Q,"Apr 25, 2018","This repository contains all the code and data needed to replicate the tables and figures in ""Are Donation-Based Measures of Ideology Valid Predictors of Individual-Level Policy Preferences?"" and the supplementary appendix. Abstract: This paper validates donation-based measures of ideology against a rich battery of policy items from the Congressional Campaign Election Study (CCES). Donation-based measures are powerful predictors of policy preferences for a wide range of issues and successfully discriminate between donors from the same party. The overall predictive accuracy and relative improvement over party are comparable to what is achieved by scaling roll call votes in legislatures. The results add to an existing body of evidence on the internal validity and reliability of donation-based measures. They also resolve a standing debate in the literature over whether political donations are a valid indicator of donors' policy preferences. (2018-04-05)","Ideology, Measure Validation, Preference Measurement, Policy Preferences, CCES, Campaign Contributors, Political Donors"
Replication Data for: The Divided Labor of Attack Advertising in Congressional Campaigns,/dataset.xhtml?persistentId=doi:10.7910/DVN/ZUICBB,"Apr 24, 2018",The files deposited here perform the steps required to compile campaign level and campaign-week level observations of advertising activity in the 2010 and 2012 U.S. House and Senate elections using data from the Wesleyan Media Project and Nielsen. (2018-04-23),"election campaigns, campaign advertising, party networks, independent expenditure groups, organizational theory"
Replication Data for: Guilt by Association: White Collective Guilt in American Politics,/dataset.xhtml?persistentId=doi:10.7910/DVN/SXJHEJ,"Apr 23, 2018","Here we present datasets and Stata do-files that will allow the users to reproduce all findings in the tables and figures of the main text of the article. To do so, follow this process: (1) use the ""constructing"" do files to convert the raw datasets to the ""constructed"" datasets (in which the variables used the analyses have been generated) (2) use the ""analyses"" do file to conduct the analyses on these constructed datasets. Please feel free to contact Spencer Piston via email at spencerpiston@gmail.com with any questions. (2018-04-18)",
"Replication Data for: ""Bounding Partisan Approval Rates Under Endogenous Partisanship: Why High Presidential Partisan Approval May Not Be What It Seems"" ",/dataset.xhtml?persistentId=doi:10.7910/DVN/EJRNK0,"Apr 23, 2018","Data construction and analysis files for ""Bounding Partisan Approval Rates Under Endogenous Partisanship: Why High Presidential Partisan Approval May Not Be What It Seems""",
"Replication Data for ""How Dispositional Empathy Influences Political Ambition""",/dataset.xhtml?persistentId=doi:10.7910/DVN/Y1EUAY,"Apr 18, 2018","Provides all of the data and code necessary to reproduce the findings in ""How Dispositional Empathy Influences Political Ambition.""",
"Replication Data for: Politicization and Expertise: Exit, Effort, and Investment",/dataset.xhtml?persistentId=doi:10.7910/DVN/8OKVHY,"Apr 15, 2018",This dataset includes code to replicate the analysis in the main text and the online appendix. The data used in this article must remain confidential to protect the anonymity of respondents as required by the Institutional Review Boards that approved the project. The categorization of federal agencies by mission is included. (2014-12-15),political appointees; policy expertise; civil service; presidents; turnover
Why friends and neighbors? Explaining the electoral appeal of local roots,/dataset.xhtml?persistentId=doi:10.7910/DVN/C15VOD,"Apr 9, 2018","Data and replication code for the article, ""Why friends and neighbors? Explaining the electoral appeal of local roots"".","candidate localism, candidate evaluations, friends and neighbors, conjoint analysis"
"Replication Data for: ""A Race to the Middle. The Politics of Interstate Cost Distribution and Welfare State Expansion""",/dataset.xhtml?persistentId=doi:10.7910/DVN/8JW4Q7,"Apr 9, 2018",R Replication Flies & Data (2018-03-16),
Replication Data for: The Impact of Personalized Information on Vote Intention: Evidence from a Randomized Field Experiment,/dataset.xhtml?persistentId=doi:10.7910/DVN/X2JEXD,"Apr 4, 2018",This dataset was collected during the 2011 Swiss federal elections among a sample of Swiss University students to ascertain the causal effects of personalized information obtained from a Voting Advice Application on voters' vote intentions.,
Groceries for Votes: The Electoral Returns of Vote Buying,/dataset.xhtml?persistentId=doi:10.7910/DVN/XQ9RJT,"Apr 3, 2018","Despite the prevalence of vote buying in many developing democracies, the evidence of its persuasive effects is very limited. This paper proposes a way to evaluate the electoral impact of vote buying by using data from the 2012 presidential election in Mexico, where one of the parties distributed gift cards in exchange for support on Election Day. I evaluate the effect on citizens’ electoral behavior by considering voters’ proximity to the closest store where they could redeem the cards. The empirical analysis provides evidence of a persuasive effect of the gift cards, whose magnitude was positively related to precincts’ proximity to the store. The analysis also shows the local scope of this vote-buying incident on the electoral outcome, whose effect was focused on a defined group of voters. This study expands on recent theoretical accounts of parties’ targeting strategies and addresses some potential limitations in measuring the electoral consequences of vote buying.",
"Elections, Protest and Trust in Government: A Natural Experiment from Russia",/dataset.xhtml?persistentId=doi:10.7910/DVN/VRMH3I,"Mar 27, 2018",This archive contains the database and three do-files in STATA format. (2018-03-26),
Replication Data for: Patronage Appointments and Agency Independence,/dataset.xhtml?persistentId=doi:10.7910/DVN/VHNONI,"Mar 27, 2018","When making appointments to bureaucratic positions, Presidents often have to balance various appointee traits, including loyalty, competence, connections, campaign experience, and potential electoral benefit. Previous research has suggested that patronage appointees---often characterized as those individuals appointed because of campaign experience, electoral benefit, or other non-policy political benefits---tend to be placed in low-priority agencies whose missions are ideological matches to the President and in positions where they will have minimal effects on agency outcomes. However, this research has overlooked the role of agency structure and the ease with which appointees can be placed into---or removed from---office. This article focuses on agency decisionmaker independence, or the extent to which agency structure limits the appointment/removal of key agency decision makers. Using data on individuals appointed in the first six months of the Obama administration, I find that Presidents put fewer patronage appointees into agencies whose structural features promote agency decisionmaker independence. (2018-03-26)","executive appointments, patronage, agency independence"
Replication Data for: The Muted Consequences of Correct Information about Immigration,/dataset.xhtml?persistentId=doi:10.7910/DVN/ICBCM2,"Mar 27, 2018","This archive provides the data, codebooks, and R coded needed to replicate the analyses presented in ""The Muted Consequences of Correct Information about Immigration."" (2018-03-23)","Immigration attitudes, Information Effects, Public opinion, Survey experiments"
Replication Data for: The Credibility of Party Policy Rhetoric: Survey Experimental Evidence,/dataset.xhtml?persistentId=doi:10.7910/DVN/1HNIFT,"Mar 25, 2018",Data and R scripts needed to replicate all output in both the main text and the online appendix (2018-03-25),"Voter Updating, Party Communication, Spatial Competition, Survey Experiment, Crowd-Sourced Text Analysis, Great Britain"
"Replication Data for: ""Who's to Blame? Political Centralization and Electoral Punishment under Authoritarianism""",/dataset.xhtml?persistentId=doi:10.7910/DVN/7UBRAC,"Mar 23, 2018",These are all the materials to reproduce numerical results from the tables and figures in both the article's main body and in the online appendix. (2017-09-15),"authoritarian politics, decentralization, Russia"
Replication Data for: A Signaling Theory of Distributive Policy Choice: Evidence from Senegal,/dataset.xhtml?persistentId=doi:10.7910/DVN/QJ9E9M,"Mar 23, 2018","These datasets and dofiles replicate the empirical results reported in Gottlieb et al. (2018), ""A Signaling Theory of Distributive Policy Choice: Evidence from Senegal.""",
"Replication Data for: ""How Incivility on Partisan Media (De-)Polarizes the Electorate""",/dataset.xhtml?persistentId=doi:10.7910/DVN/G4XAGY,"Mar 22, 2018","Partisan media—typically characterized by incivility—has become a defining element of the American political communication environment. While scholars have explored the consequences of partisan media for political attitudes and behaviors, little work has looked at how variations in incivility moderate partisan media’s effects. Using a population-based survey experiment, we show that incivility affectively de¬polarizes partisans when it comes from an in-party source (e.g., MSNBC for Democrats, Fox News for Republicans). Incivility on out-party sources affectively polarizes the audience, however, and we show that the respondent’s degree of conflict aversion conditions these effects. Our results raise intriguing normative questions about the tradeoffs between polarization and incivility, and highlight how scholars must account for both levels of incivility and partisan slant when studying the effects of partisan media. (2018-03-19)","partisan media , civility, affective polarization , conflict orientation"
"Pivotal Politics, Partisan Polarization, and Policy Predictability",/dataset.xhtml?persistentId=doi:10.7910/DVN/XL73P4,"Mar 19, 2018","Dataset for Pivotal Politics, Partisan Polarization, and Policy Predictability",
"Replication Data for ""Economic Institutions and Autocratic Breakdown: Monetary Constraints and Fiscal Spending in Dominant-Party Regimes""",/dataset.xhtml?persistentId=doi:10.7910/DVN/5JLGEL,"Mar 16, 2018",Data replication files (2018-03-15),Dominant-Party Regimes; Fiscal Spending; Central Bank Independence; Autocratic Breakdown
"Replication Data for ""We all Agree:  Strict Voter ID Laws Disproportionately Burden Minorities"" ",/dataset.xhtml?persistentId=doi:10.7910/DVN/YAGHTA,"Mar 12, 2018",Data replication files,voter identification
Replication Data for: Nonpartisans as False Negatives: The Mismeasurement of Party Identification in Public Opinion Surveys,/dataset.xhtml?persistentId=doi:10.7910/DVN/HK213D,"Mar 12, 2018","Survey question wording experiments on party ID. Three nationwide surveys. Brazil experiment was part of Brazilian Electoral Panel Study (BEPS) 2014 (N=3,120). Mexico experiments were part of Data Opinión Pública y Mercados Omnibus Survey, February 2016 (N=1,208). Russia experiments were part of Levada Centre's Omnibus Survey, November 2015 (N=1,602) (2018-3-8)","partisanship, party identification, measurement validity, item response theory, survey research"
"Replication Data for: Strength in Expectation: Elections, Economic Performance and Authoritarian Breakdown",/dataset.xhtml?persistentId=doi:10.7910/DVN/C1SICS,"Mar 6, 2018","How do elections and the economy affect authoritarian survival? Distinguishing between (a) non-election periods in autocracies that do not hold competitive elections; (b) election periods in autocracies that hold regular elections; and (c) non-election periods in such autocracies, I argue that bad economic performance makes authoritarian regimes especially likely to break down in election years, but the anticipation of competitive elections should dissuade citizens and elites from engaging in anti-regime behavior in non-election periods, facilitating short-term survival. Thus, compared to regimes that do not hold competitive elections, electoral autocracies should be more vulnerable to bad economic performance in election periods but more resilient to it in non-election years. A study of 258 authoritarian regimes between 1948 and 2011 confirms these expectations. The effect is driven by competitive elections determining the composition of the executive office, and elections-related breakdowns are more likely to result in democratization.","authoritarian regimes, authoritarian elections, economic performance, regime breakdown"
Replication Data for: A Tale of Two Democrats: How Authoritarianism Divides the Democratic Party ,/dataset.xhtml?persistentId=doi:10.7910/DVN/D4IDA9,"Mar 4, 2018","STATA data and .do files appropriate for replicating the main and supplemental analyses of ""A Tale of Two Democrats: How Authoritarianism Divides the Democratic Party"" by Wronski, Bankert, Amira, Johnson, & Levitan (2017)","authoritarianism, Democratic Party, 2016 election"
Party Calls and Reelection in the U.S. Senate,/dataset.xhtml?persistentId=doi:10.7910/DVN/6NDYHC,"Mar 4, 2018","The contents include the replication dataset for ""Party Calls and Reelection in the U.S. Senate,"" as well as the code used to classify party calls in the House and Senate. (2018-02-09)","party calls, reelection, Senate, party voting, Congress"
Replication Data for: Everybody Hurts Sometimes: How Personal and Collective Insecurities Shape Policy Preferences,/dataset.xhtml?persistentId=doi:10.7910/DVN/S2Y1PA,"Mar 1, 2018","Replication Data for: Everybody Hurts Sometimes: How Personal and Collective Insecurities Shape Policy Preferences Abstract: Understanding when individuals support government action is central to government responsiveness and democratic policymaking. While previous research on political behavior has explored the influence of collective economic conditions, self-interested explanations have heavily swayed work on policy preferences. We bridge these two previously distinct literatures to articulate a theory of public policy preferences that highlights when both common and pocketbook factors influence preferences for social insurance. Using a cross-national sample of developed democracies from 1996 and 2006, we conclude that when personal economic conditions are dire, the pull of self interest trumps both collective and policy concerns. (2018-03-01)",
Replication Data for: Conspiracy and Misperception Belief in the Middle East and North Africa,/dataset.xhtml?persistentId=doi:10.7910/DVN/I72HB0,"Feb 25, 2018",Replication Data for: Conspiracy and Misperception Belief in the Middle East and North Africa,
"Replication Data for: The Differential Effects of ""Democratic"" Institutions on Dissent in Dictatorships",/dataset.xhtml?persistentId=doi:10.7910/DVN/JAOQSD,"Feb 25, 2018","Replication data for: The Differential Effects of ""Democratic"" Institutions on Dissent in Dictatorships (2018-02-22)",
Replication Data for: Natural Resource Exploitation and Sexual Violence by Rebel Groups,/dataset.xhtml?persistentId=doi:10.7910/DVN/HVHUIP,"Feb 20, 2018",Dataset and .do file for replication of tables in paper/appendix (2018-02-16),rebel groups; natural resources; sexual violence; civil war
Economic Responsiveness and the Political Conditioning of the Electoral Cycle,/dataset.xhtml?persistentId=doi:10.7910/DVN/NK4SQT,"Feb 20, 2018","Replication dataset for ""Economic Responsiveness and the Political Conditioning of the Electoral Cycle""",
"Replication Data for: ""How Attribution Inhibits Accountability: Evidence from Train Delays""",/dataset.xhtml?persistentId=doi:10.7910/DVN/XAQMIA,"Feb 20, 2018","Replication Data for ""How Attribution Inhibits Accountability: Evidence from Train Delays""","local politics, transportation"
"Replication Data for: Having their Say: Authority, Voice, and Satisfaction with Democracy",/dataset.xhtml?persistentId=doi:10.7910/DVN/VSXTFS,"Feb 20, 2018","Scholars, using macro-level evidence, have shown that satisfaction with democracy is higher when citizens feel that their instrumental preferences are represented in government, which is more common in non-majoritarian institutional contexts. Receiving less attention has been whether such institutions also increase satisfaction by providing more inclusive political discourse. Citizens may value having their voice represented in politics, independent of authority. This paper presents the first micro-level evidence of this mechanism by having subjects experience a simulated election campaign that manipulates both the outcome and the discussion of a policy issue that they cared about. The results show that subjects were less satisfied with democracy when they lost the election, but that this gap disappeared when ‘losers’ had been exposed to discussion of an issue they felt was important. This suggests that institutions and party systems with more diverse voices may cushion the blow of losing by producing more inclusive discourse.",satisfaction with democracy; electoral systems; political discourse; representation
Replication Data for: The Social Costs of Public Political Participation: Evidence from a Petition Experiment in Lebanon,/dataset.xhtml?persistentId=doi:10.7910/DVN/ZSB0BL,"Feb 20, 2018","Data and code to reproduce the results in ""The Social Costs of Public Political Participation: Evidence from a Petition Experiment in Lebanon"" and the Supplementary Online Appendices. Data and code are in STATA format (.dta .do); Codebook in Microsoft Excel (.xlsx); Original survey instrument (.pdf). (2018-01-27)","ethnic politics, petition signing, preference falsification, experiment, political participation, social pressure, political behavior, Lebanon, sectarian politics"
Inter-regional Inequality and the Dynamics of Government Spending,/dataset.xhtml?persistentId=doi:10.7910/DVN/O4P8J1,"Feb 20, 2018","Replication files for Lee, Dong Wook and Melissa Rogers. Inter-regional Inequality and the Dynamics of Government Spending.",
Socialization or experience? Institutional trust and satisfaction with democracy among emigrants in different institutional settings,/dataset.xhtml?persistentId=doi:10.7910/DVN/MLFYNX,"Feb 20, 2018","The article is based on several datasources combined into three datasets. The main datasource used in all three datasets is the Global-SOM-survey, a survey that was carried out in 2015 among expatriated Swedes by the Society, Opinion and Media institute at the University of Gothenburg, Sweden. The first dataset is a combination of the Global-SOM, Comparative Studies of Electoral Systems (CSES) module 4 and the Quality of Government Standard CS dataset, carried out by the Quality of Government institute at the University of Gothenburg. The second dataset is similar but is based on the World Value Survey (WVS) round 6 instead of CSES module 4. The Third dataset is a combination of the Global-SOM survey and a representative survey of Swedes living in Sweden (Riks-SOM, 2014). (2018-02-10)","institutional trust, satisfaction with democracy, socialization, quality of government, migration"
Replication Data for: Framing and Blame Attribution in Populist Rhetoric,/dataset.xhtml?persistentId=doi:10.7910/DVN/78JPNJ,"Feb 14, 2018","Replication files for ""Framing and Blame Attribution in Populist Rhetoric"". Contains data files (.dta format) and analysis files (R Script). Question wording can be found in the online appendix. (2016)","populism, framing, blame attribution, rhetoric"
"Uncertainty, Cleavages and Ethnic Coalitions",/dataset.xhtml?persistentId=doi:10.7910/DVN/KGZGLT,"Feb 14, 2018","Replication data for Nils-Christian Bormann ""Uncertainty, Cleavages and Ethnic Coalitions."" Journal of Politics","Ethnic power-sharing, Coalition formation, Cross-cutting cleavages, Uncertainty"
Replication Data for: Redistributive Political Transitions: Minority Rule and Liberation Wars in Colonial Africa,/dataset.xhtml?persistentId=doi:10.7910/DVN/ZFQMCP,"Feb 12, 2018","These files contain the replication commands and data for Paine, Jack. 2018. ""Redistributive Political Transitions: Minority Rule and Liberation Wars in Colonial Africa"" (2018-02-08)","Africa, Civil war, Colonialism, Decolonization, Democracy"
Can Development Aid Empower Women? Evidence from a Field Experiment in the Congo,/dataset.xhtml?persistentId=doi:10.7910/DVN/ROUWNS,"Feb 12, 2018","Replication data for ""Can Development Aid Empower Women? Evidence from a Field Experiment in the Congo""","Aid, Women's Empowerment, Congo, Experiments"
Intra-Elite Competition and Long-Run Fiscal Development,/dataset.xhtml?persistentId=doi:10.7910/DVN/TTK06U,"Feb 4, 2018","These files contain the replication materials for Beramendi, Pablo, Mark Dincecco, and Melissa Rogers (2018). ""Intra-Elite Competition and Long-Run Fiscal Development."" Forthcoming in The Journal of Politics. (2018-02-03)","Political Economy, Fiscal Development, Industrialization, Public Goods, Economic Growth"
"Replication Data for: Political Issues, Evidence, and Citizen Engagement: The Case of Unequal Access to Affordable Health Care",/dataset.xhtml?persistentId=doi:10.7910/DVN/EEMRS9,"Feb 1, 2018","Replication Data for: Political Issues, Evidence, and Citizen Engagement: The Case of Unequal Access to Affordable Health Care (2018-01-31)",framing
Replication Data for: Electoral Volatility in Latin America,/dataset.xhtml?persistentId=doi:10.7910/DVN/PNYLIY,"Jan 26, 2018","Replication data for ""Electoral Volatility in Latin America."" Replication files are in STATA format, original data in .dta, .csv.",
Politicization and Responsiveness in Executive Agencies,/dataset.xhtml?persistentId=doi:10.7910/DVN/AMMFVZ,"Jan 25, 2018","Data and code to reproduce the results from ""Politicization and Responsiveness in Executive Agencies.""","American politics, Bureaucracy, Politicization, Presidency"
Replication Data for: Actions Versus Consequences in Political Arguments: Insights from Moral Psychology,/dataset.xhtml?persistentId=doi:10.7910/DVN/F2JF6G,"Jan 25, 2018","Replication files for ""Actions Versus Consequences in Political Arguments: Insights from Moral Psychology,"" Journal of Politics. (2018-01-22)",Moral conviction; Moral Psychology; Political Psychology; Deontology; Persuasion
Legislative Effectiveness in the United States Senate,/dataset.xhtml?persistentId=doi:10.7910/DVN/C2LWHA,"Jan 17, 2018","These are the stata dataset (version 11), stata .do, and codebook (microsoft word) files that are necessary to replicate the analysis and results in: Volden, Craig, and Alan E. Wiseman. ""Legislative Effectiveness in the United States Senate"" (2018-01-17)","Senate, Legislative Effectiveness, Lawmaking, Congress"
"Replication Data for: ""Restrained Change: Party Systems in Times of Economic Crisis""",/dataset.xhtml?persistentId=doi:10.7910/DVN/LOBXKJ,"Jan 16, 2018",Replication data and Stata syntax (2018-01-14),
"Replication Data for:  ""Crime, Conflict and the Legitimacy Tradeoff: Explaining Variation in Insurgents' Participation in Crime""",/dataset.xhtml?persistentId=doi:10.7910/DVN/JT6GFR,"Jan 12, 2018","This dataset is an extract from the Big Allied and Dangerous (BAAD) Version 2.0 dataset used to create the results published in the article entitled ""Crime, Conflict and the Legitimacy Tradeoff: Explaining Variation in Insurgents' Participation in Crime"" 
 
 The Big Allied and Dangerous (BAAD) project focuses on creation and maintenance of a comprehensive database of terrorist and insurgent organizations – collectively referred to as “violent nonstate actors” (VNSAs) – and linking that data to prominent event, insurgency, and country characteristics datasets. Big Allied and Dangerous Version 2.0. BAAD Version 2.0 (BAAD2) contains data on nearly 600 and terrorist and insurgent organizations active 1998-2015 (with extension through 2017 planned). Organized into yearly time slices, BAAD2 records information on organizational characteristics (demographics, ideology, political activity, structure, leadership, exposure to counter-terrorism activity, social service provision, and engagement in violence) and organizational network relationships (both positive and negative). 
 This extract contains only insurgent organizations found in the Uppsala Conflict Data Program (UCDP) Battle Deaths dataset for the period 1998-2012 and only those variables used in the analysis for the article noted above. (2018-01-11)","Crime, insurgency, networks, legitimacy, armed conflict"
"Replication Data for: ""Gerrymandering Incumbency: Does Nonpartisan Redistricting Increase Electoral Competition?""",/dataset.xhtml?persistentId=doi:10.7910/DVN/DKKP4I,"Jan 12, 2018","These are replication data and code for the forthcoming article ""Gerrymandering Incumbency: Does Nonpartisan Redistricting Increase Electoral Competition?"". The code reproduces all figures and analysis in the article. A separate link is included to large GSS shapefiles that were used to construct the dataset. (2017-12-31)","non-partisan redistricting, electoral competition, simulations, counterfactual plans, incumbency"
Replication Data for: The Absence of Consumer Interests in Trade Policy,/dataset.xhtml?persistentId=doi:10.7910/DVN/OYAZ7H,"Jan 11, 2018","Replication data for ""The Absence of Consumer Interests in Trade Policy."" (2018-01-04)","trade, consumers, democracy, contract enforcement, tariffs"
Replication Data for: The Structure of Ethnic Inequality and Ethnic Voting,/dataset.xhtml?persistentId=doi:10.7910/DVN/CA8GZZ,"Jan 11, 2018","Reproduction files for ""The Structure of Ethnic Inequality and Ethnic Voting,"" forthcoming at the Journal of Politics. (2018-01-02)","ethnic voting, ethnic inequality, economic inequality, ethnic diversity, social cleavages"
Replication Data for: Party Leader or Party Reputation Concerns? How Vertical Partisan Alignment Reins in Subnational Fiscal Profligacy,/dataset.xhtml?persistentId=doi:10.7910/DVN/D73LV3,"Jan 11, 2018","Replication files for ""Party Leader or Party Reputation Concerns? How Vertical Partisan Alignment Reins in Subnational Fiscal Profligacy"" (31-12-2017). (2017-12-31)",
"Replication Data for: ""When Does a Group of Citizens Influence Policy? Evidence from Senior Citizen Participation in City Politics""",/dataset.xhtml?persistentId=doi:10.7910/DVN/RYKJKS,"Jan 10, 2018","Replication data and code for Anzia, Sarah F., ""When Does a Group of Citizens Influence Policy? Evidence from Senior Citizen Participation in City Politics."" (2017)","group, policy, senior, local, turnout"
"Replication Data for: ""Economic Reasoning with a Racial Hue: Is the Immigration Consensus Purely Race Neutral?""",/dataset.xhtml?persistentId=doi:10.7910/DVN/LDRTZI,"Dec 17, 2017","This replication archive contains all data and code to replicate the JOP article ""Economic Reasoning with a Racial Hue: Is the Immigration Consensus Purely Race Neutral?"" See README.txt file for more information. (2017-12-11)",
"Replication Data for: Elite Coalitions, Limited Government, and Fiscal Capacity Development: Evidence from Bourbon Mexico",/dataset.xhtml?persistentId=doi:10.7910/DVN/RQFCQH,"Dec 17, 2017","Replication data for ""Elite Coalitions, Limited Government, and Fiscal Capacity Development: Evidence from Bourbon Mexico"" (2017-12-11)",
