title,href,date,description,keywords
Replication Data for: Cue-Taking in Congress: Interest Group Signals from Dear Colleague Letters,/dataset.xhtml?persistentId=doi:10.7910/DVN/JNEQYJ,"Sep 20, 2018","Why do some pieces of legislation move forward while others languish? We address this fundamental question by examining the role of interest groups in Congress, specifically the effect of their legislative endorsements in Dear Colleague letters. These letters provide insights into the information that members use to both influence and make policy decisions. We demonstrate that endorsements from particularly well-connected interest groups are a strong cue for members with limited information early in the legislative process and help grow the list of bill cosponsors. As bills progress, such groups have less direct weight, while legislation supported by a larger number of organizations and a larger number of cosponsors is more likely to pass. Thus, we illuminate the usage of Dear Colleague letters in Congress, demonstrate how members use interest groups in the legislative process, and shed new light on the varying impact of groups on public policy. (2018-07-31)","Dear Colleague letters, Interest groups, Congress, Legislative process, Network analysis, Social power"
Replication Data for: Priorities for Preventive Action: Explaining Americans' Divergent Reactions to 100 Public Risks,/dataset.xhtml?persistentId=doi:10.7910/DVN/ZSJA25,"Sep 19, 2018","Why do Americans’ priorities for combating risks like terrorism, climate change, and violent crime often seem so uncorrelated with the dangers that those risks objectively present? Many scholars believe the answer to this question is that heuristics, biases, and ignorance cause voters to misperceive risk magnitudes. By contrast, this paper argues that Americans’ risk priorities primarily reflect judgments about the extent to which some victims deserve more protection than others and the degree to which it is (in)appropriate for government to intervene in different areas of social life. The paper supports this argument with evidence drawn from a survey of 3,000 Americans, using pairwise comparisons to elicit novel measures of how respondents perceive nine dimensions of 100 life-threatening risks. These data indicate that the key to understanding Americans’ divergent reactions to risk lies more with their values than with their grasp of factual information. (2018-09-07)","Risk, Government spending, Political psychology, Terrorism, Misperception, Public understanding of science"
Replication Data for: Lost in Aggregation: Improving Event Analysis with Report-Level Data,/dataset.xhtml?persistentId=doi:10.7910/DVN/OOIEAO,"Sep 17, 2018","Most measures of social conflict processes are derived from primary and secondary source reports. In many cases, reports are used to create event-level data sets by aggregating information from multiple, and often conflicting, reports to single event observations. We argue this pre-aggregation is less innocuous than it seems, costing applied researchers opportunities for improved inference. First, researchers cannot evaluate the consequences of different methods of report aggregation. Second, aggregation discards report-level information (i.e., variation across reports) that is useful in addressing measurement error inherent in event data. Therefore, we advocate that data should be supplied and analyzed at the report level. We demonstrate the consequences of using aggregated event data as a predictor or outcome variable, and how analysis can be improved using report-level information directly. These gains are demonstrated with simulated-data experiments and in the analysis of real-world data, using the newly available Mass Mobilization in Autocracies Database (MMAD)","Measurement error, Conflict processes, Event data, Media reports"
Replication Data for: Building Cooperation Among Groups in Conflict: An Experiment on Intersectarian Cooperation in Lebanon,/dataset.xhtml?persistentId=doi:10.7910/DVN/CQXHTH,"Sep 10, 2018","Societies divided along ethnic or religious lines suffer from persistent conflict and underprovision of public goods. Scholarly understanding of how to strengthen intergroup cooperation remains limited. In this study, we set out to test the effectiveness of two interventions on intergroup cooperation: cross-group expert appeal and participation in a cross-group discussion. The laboratory-in-the-field experiment is set in Lebanon’s capital Beirut and involves interactions between 180 Shia and 180 Sunni Muslim participants. We find that the expert appeal increases intersectarian cooperation in settings that do not entail reciprocal exchange. On average, cross-sectarian discussions do not improve cooperation, but those discussions where participants delve deeply into the conflict’s causes and possible remedies are associated with greater cooperation. Neither intervention diminishes the effectiveness of sectarian clientelistic appeals. The policy implication of our study is that intergroup cooperation can be strengthened even in regions as bitterly divided as the Middle East. (2018-08-01)","Cooperation, Experiment, Muslim , Lebanon, Clientelism, Discussion"
Replication Data for: No Harm in Checking: Using Factual Manipulation Checks to Assess Attentiveness in Experiments,/dataset.xhtml?persistentId=doi:10.7910/DVN/GSQG1K,"Aug 23, 2018","Manipulation checks are often advisable in experimental studies, yet they rarely appear in practice. This lack of usage may stem from fears of distorting treatment effects and uncertainty regarding which type to use (e.g., instructional manipulation checks [IMCs] or assessments of whether stimuli alter a latent independent variable of interest). Here, we first categorize the main variants and argue that factual manipulation checks (FMCs)—i.e., objective questions about key elements of the experiment—can identify individual-level attentiveness to experimental information and, as a consequence, better enable researchers to diagnose experimental findings. We then find, through four replication studies, little evidence that FMC placement affects treatment effects, and that placing FMCs immediately post-outcome does not attenuate FMC passage rates. Additionally, FMC and IMC passage rates are only weakly related, suggesting that each technique identifies different sets of attentive subjects. Thus, unlike other methods, FMCs can confirm attentiveness to experimental protocols. (2018-06-25)","Manipulation check, Screener"
"Replication Data for: Making Bureaucracy Work: Patronage Networks, Performance Incentives, and Economic Development in China",/dataset.xhtml?persistentId=doi:10.7910/DVN/XZ0IZE,"Aug 22, 2018","Patron-client networks are widely found in governments of transitional societies and are often seen as an impediment to effective governance. This article advances an alternative view that emphasizes their enabling effects. I argue that patron-client relations can be used to improve government performance by resolving principal-agent problems within political hierarchies. I substantiate this claim by examining how patronage networks shape economic performance of local governments in China. Using an original city-level panel dataset between 2000 and 2011, and a new method that identifies patronage ties based on past promotions, I show that city leaders with informal ties to the incumbent provincial leaders deliver significantly faster economic growth than those without. I conduct additional analyses to rule out several important alternative explanations and provide evidence on the incentive-enhancing mechanism. These findings highlight the importance of informal institutions for bureaucratic management and authoritarian governance. (2018-06-01)","Patronage networks, Economic development, Informal institution, Bureaucracy, China"
Replication Data for: All Male Panels? Representation and Democratic Legitimacy,/dataset.xhtml?persistentId=doi:10.7910/DVN/7190MT,"Aug 22, 2018","What does women’s presence in political decision-making bodies signal to citizens? Do these signals differ based on the body’s policy decisions? And do women and men respond to women’s presence similarly? Though scholars have demonstrated the substantive and symbolic benefits of women’s representation, little work has examined how women’s presence affects citizens’ perceptions of democratic legitimacy. We test the relationship between representation and legitimacy beliefs through survey experiments on a nationally representative sample of U.S. citizens. First, we find that women’s equal presence legitimizes decisions that go against women’s interests. We show suggestive evidence that this effect is particularly pronounced among men, who tend to hold less certain views on women’s rights. Second, across decision outcomes and issue areas, women’s equal presence legitimizes decision-making processes and confers institutional trust and acquiescence. These findings add new theoretical insights into how, when, and for whom inclusive representation increases perceptions of democratic legitimacy. (2018-07-14)","Gender, Politics and government, Descriptive representation, Legitimacy beliefs, Symbolic representation"
"Replication Data for: Hawks, Doves, and Peace: An Experimental Approach",/dataset.xhtml?persistentId=doi:10.7910/DVN/YWZBUJ,"Jul 23, 2018","An old adage holds that ""only Nixon could go to China,"" i.e. that hawkish leaders face fewer domestic barriers than doves when it comes to pursuing reconciliation with foreign enemies. However, empirical evidence for this proposition is mixed. In this paper, we clarify competing theories, elucidate their implications for public opinion, and describe the results of a series of survey experiments designed to evaluate whether and why there is a hawk's advantage. We find that hawks are indeed better positioned domestically to initiate rapprochement than doves. We also find support for two key causal mechanisms: voters are more confident in rapprochement when it is pursued by a hawk, and more likely to view hawks who initiate conciliation as moderates. Further, the hawk's advantage persists whether conciliatory efforts end in success or failure. Our microfoundational evidence thus suggests a pronounced domestic advantage for hawks who deliver the olive branch. (2018-04-17)","Rapprochement, Hawks, Doves, Domestic politics, Conflict resolution, Foreign policy, Experiments, Public opinion"
Replication Data for: Public-Sector Unions and the Size of Government,/dataset.xhtml?persistentId=doi:10.7910/DVN/WGWMAV,"Jul 23, 2018","Public-sector unions are generally thought to increase the size of government through collective bargaining. This paper challenges this idea for the case of teacher unions in the U.S., and argues that while collective bargaining institutions sometimes lead to increased education spending, this is not the norm. Using a new longitudinal dataset spanning all states before and after they granted collective bargaining rights to teachers, the paper shows that although states that mandate districts to bargain with teachers have higher education expenditures than states that do not, the differences precede collective bargaining. Difference-in-differences analyses find no evidence that introducing collective bargaining rights led to average increases in the level of resources devoted to education. While existing theories cannot explain these null findings, the paper shows one reason behind them is that most laws granting collective bargaining rights to teachers were not unambiguously pro-labor, but included both pro- and anti-union provisions.","Labor unions, Teachers' unions, Public employees, Education, Collective bargaining, Politics of policymaking, Endogenous institutions"
Replication Data for: An Equivalence Approach to Balance and Placebo Tests,/dataset.xhtml?persistentId=doi:10.7910/DVN/RYNSDG,"Jul 20, 2018","Recent emphasis on credible causal designs has led to the expectation that scholars justify their research designs by testing the plausibility of their causal identification assumptions, often through balance and placebo tests. Yet current practice is to use statistical tests with an inappropriate null hypothesis of no difference, which can result in the equating of non-significant differences with significant homogeneity. Instead, we argue that researchers should begin with the initial hypothesis that the data is inconsistent with a valid research design, and provide sufficient statistical evidence in favor of a valid design. When tests are correctly specified so that difference is the null and equivalence is the alternative, the problems afflicting traditional tests are alleviated. We argue that equivalence tests are better able to incorporate substantive considerations about what constitutes good balance on covariates and placebo outcomes than traditional tests. We demonstrate these advantages with applications to natural experiments.","Equivalence tests, Balance tests, Placebo tests, Falsification tests"
Replication Data for: The Persistent Effect of U.S. Civil Rights Protests on Political Attitudes,/dataset.xhtml?persistentId=doi:10.7910/DVN/WKJJ3Z,"Jul 10, 2018","Protests can engender significant institutional change. Can protests also continue to shape a nation's contemporary politics outside of more formalized channels? I argue that social movements can not only beget institutional change, but also long-run, attitudinal change. Using the case of the U.S. Civil Rights Movement, I develop a theory in which protests can shift attitudes and that these attitudes can persist. Data from over 150,000 survey respondents provides evidence consistent with the theory. Whites from counties that experienced historical Civil Rights protests are more likely to identify as Democrats and support affirmative action, and less likely to harbor racial resentment against blacks. These individual-level results are politically meaningful--counties that experienced Civil Rights protests are associated with greater Democratic Party vote shares even until today. This study highlights how social movements can have persistent impacts on a nation's politics. (2017-12-19)","Protests, Social movements, Race, American political development"
"Replication Data for: Ethnic parties, ethnic tensions? Results of an original election panel study",/dataset.xhtml?persistentId=doi:10.7910/DVN/ICISE4,"Jul 3, 2018","Ethnic diversity is considered detrimental to national unity, especially if ethnicity is politically mobilized: ethnic parties in electoral competition in particular are thought to increase the salience of ethnic differences and with it ethnic tensions. Yet the individual links of this psychological chain have only been examined cross-sectionally, and never together. This paper employs original longitudinal survey data to simultaneously assess changes in ingroup identification, outgroup aversion, and national identification over the election period within one diverse society: Romania. While ingroup identification does increase, ethnic relations do not worsen. On the contrary, outgroup aversion decreases while national identification increases, for minority and majority Romanian citizens alike. I explain these findings with the common ingroup identity model from social psychology: elections in ethnically diverse societies may not only increase the salience of ethnic groups but also that of the superordinate, national identity. The findings question the often-assumed automaticity of intergroup threat.","Ethnic relations, Elections, Public opinion, Panel study, Romania"
Replication Data for: Remittances and Protest in Dictatorships,/dataset.xhtml?persistentId=doi:10.7910/DVN/TVZQG6,"Jun 29, 2018","Remittances -- money migrant workers send back home -- are the second largest source of international financial flows in developing countries. As with other sources of international finance, such as foreign direct investment and foreign aid, worker remittances shape politics in recipient countries. We examine the political consequences of remittances by exploring how they influence anti-government protest behavior. While recent research argues that remittances have a pernicious effect on politics by contributing to authoritarian stability, we argue the opposite: remittances increase political protest in non-democracies by augmenting the resources available to potential political opponents. Using cross-national data on a latent measure of anti-government political protest, we show that remittances increase protest. To explore the mechanism linking remittances to protest, we turn to individual-level data from eight non-democracies in Africa to show that remittance receipt increases protest in opposition areas but not in progovernment regions. (2018-05-23)",Migration
"Replication Data for: Cooperative Autocracies: Leader Survival, Creditworthiness and Bilateral Investment Treaties",/dataset.xhtml?persistentId=doi:10.7910/DVN/I1HVCJ,"Jun 29, 2018","Capital accumulation is essential for economic development, but investors face risk when committing their capital to productive use. Bilateral Investment Treaties (BITs) commit leaders to limit their takings of foreign assets and the revenues they generate. We offer theory and evidence that BITs enhance leader survival by more in autocracies than democracies. BITs improve the ``investment climate'' in signatory states, and do so by more in autocratic polities. Hazard models offer supporting evidence of improved autocratic leader survival. The improvement in the investment climate is evidenced by improvement of credit-worthiness scores and higher sovereign bond prices, again with greater effect in autocratic states. Autocratic leaders have the most to gain from importing property rights-enhancing institutions.","International cooperation, Leader survival, Bilateral investment treaties, Creditworthiness"
Replication Data for: Compulsory Voting and Parties’ Vote Seeking Strategies,/dataset.xhtml?persistentId=doi:10.7910/DVN/QBHGRC,"Jun 21, 2018","I advance a theory about how compulsory voting affects the behavior of political parties. The theory suggests that parties will pivot toward programmatic vote seeking strategies and away from clientelistic tactics, such as vote buying, where voting is compulsory. I test my expectations in three separate studies, using several data sources and empirical approaches. In Study 1, cross-national analyses show that parties behave more programmatically under compulsory voting and that vote buying is less common where voting is mandatory. In Study 2, synthetic control and difference-in-differences analyses show that a switch to compulsory voting in Thailand produced an increase in programmatic vote seeking. In Study 3, a list experiment conducted in tandem with a natural experiment shows that compulsory voting leads parties to rely less on vote buying tactics in Argentina. I conclude by discussing the implications of these findings, which together are broadly supportive of my theoretical expectations.","Compulsory voting, Party strategies, Programmatism, Vote buying, Synthetic control, List experiments"
Replication Data for: Narcissism and Political Orientations,/dataset.xhtml?persistentId=doi:10.7910/DVN/9IKGYY,"Jun 4, 2018","The connections between narcissism and political orientations have been theorized by scholars, and increasingly evoked by political parties, politicians, public intellectuals, and the media. Yet surprisingly little research has been undertaken to empirically asses the veracity of these claims. We address this lacuna by identifying the relationship between narcissism, political ideologies and partisanship in a nationally representative sample taken days before the 2016 US Presidential election. Overall, we find those on the left and right are equally narcissistic. However, liberals and conservatives differ in which dimensions drives their narcissism. Specifically, we find that the Entitlement facet of narcissism, is uniformly related to more conservative positions, while Exhibitionism is related to more liberal values, including political party identification. Narcissism, as a complex multidimensional construct, has an important role in understanding political ideology.y from abstract in AJPS publication (2018-04-06)","Narcissism, Ideology, 2016 Election, Attitudes, Party identification"
Replication Data for: Coalitional Instability and the Three-Fifths Compromise,/dataset.xhtml?persistentId=doi:10.7910/DVN/6IOACK,"May 21, 2018","Were the initial apportionments of the U.S. House of Representatives and the U.S. Senate inevitable? This paper determines the coalitional stability of apportionment rules considered at the Constitutional Convention assuming the Convention limited itself to the rules proposed. Using each state's vote share as a measure of state preference, we find that the stability of legislative apportionment depended upon the states making decisions. Equal apportionment was in equilibrium with thirteen states present, as in the Continental Congress, but when Rhode Island and New Hampshire were absent during the first third of the Convention all rules were in a top cycle. With New York departing near the middle of the Convention, equal apportionment and the Three-Fifths Clause both became stable, and the Great Compromise was reached. We conclude that the Great Compromise was partly the result of historical contingency (i.e., which states participated), rather than necessity. (2017-05-02)","Coalitional stability, Three-Fifths Compromise, Apportionment, Vote cycles, U.S. Constitutional Convention"
Replication Data for: The Two Income-Participation Gaps,/dataset.xhtml?persistentId=doi:10.7910/DVN/XU8ZWB,"May 3, 2018","Scholars have long attributed the income-participation gap-- which is the observation that the rich participate in politics more than the poor-- to income-based differences in the resources, recruitment, mobilization, and psychology underpinning political behavior. I argue that these explanations require a longer time horizon than the empirical evidence permits. Education, for example, typically ends in young adulthood and so cannot logically mediate the effect of income on participation in late adulthood. To resolve this temporal problem, I propose that there are two income-participation gaps: one based on current economic status and another on childhood economic history. I situate this argument in a developmental framework and present evidence for it using six studies. The results, while mixed at times, indicate that there are two gaps, that the size of each gap changes over the life course, and that their joint effect creates a larger income-participation gap than estimated by prior research.","Voting, Political participation, Income, Income inequality, Economic inequality, Poverty, Political socialization"
"Replication Data for: ""Targeting Ordinary Voters or Political Elites?: Why Pork is Distributed Along Partisan Lines in India""",/dataset.xhtml?persistentId=doi:10.7910/DVN/ROLEY5,"May 2, 2018","A key finding in the political economy literature is that political elites display partisan biases when allocating public resources. While previous studies posit that such biases are driven by politicians' motivations to target benefits directly to certain groups of ordinary voters, this paper develops the argument that national politicians also target pork along partisan lines to win over political incumbents at lower levels of government whose co-operation they need to ensure the successful implementation of development projects. Using a quasi-experimental design, the argument is tested with data on thousands of public works projects sanctioned by MPs in North India. The results show that, even controlling for unobserved differences in voter characteristics, MPs systematically favored the constituencies of co-partisan state legislators when allocating pork specifically under conditions implied by the argument and not otherwise. These results shed new light on the reasons for partisan biases in resource allocation in multi-level systems. (2018-01-05)","Distributive politics, Public service provision"
Replication Data for: Inferring Roll Call Scores from Campaign Contributions Using Supervised Machine Learning,/dataset.xhtml?persistentId=doi:10.7910/DVN/7EWDRF,"Apr 26, 2018","This paper develops a generalized supervised learning methodology for inferring roll call scores from campaign contribution data. Rather than use unsupervised methods to recover a latent dimension that best explains patterns in giving, donation patterns are instead mapped onto a target measure of legislative voting behavior. Supervised models significantly outperform alternative measures of ideology in predicting legislative voting behavior. Fundraising prior to entering office provides a highly informative signal about future voting behavior. Impressively, forecasts based on fundraising as a nonincumbent predict future voting behavior as accurately as in-sample forecasts based on votes casts during a legislator’s first two years in Congress. The combined results demonstrate campaign contributions are powerful predictors of roll-call voting behavior and resolve an ongoing debate as to whether contribution data successfully distinguish between members of the same party. (2017-06-22)","Ideology, Measurement, Machine learning, Ideal point estimation, Roll call scores, Congress"
Replication Data for: Is There More Violence in the Middle?,/dataset.xhtml?persistentId=doi:10.7910/DVN/LNUYXZ,"Apr 12, 2018","Is there more violence in the middle? Over 100 studies have analyzed whether violent out- comes such as civil war, terrorism, and repression are more common in regimes that are neither full autocracies nor full democracies, yet findings are inconclusive. While this hypothesis is ultimately about functional form, existing work uses models in which a particular functional form is assumed. Existing work also uses arbitrary operationalizations of “the middle”. This paper aims to resolve the empirical uncertainty about this relationship by using a research design that overcomes the limitations of existing work. We use a random forest-like ensemble of multivariate regression and classification trees to predict multiple forms of conflict. Our results indicate the specific conditions under which there is or is not more violence in the middle. We find the most consistent support for the hypothesis with respect to minor civil conflict and no support with respect to repression. (2017-12-05)",Conflict
Replication Data for: Does Compliance Pay?  Social Standards and Firm-level Trade,/dataset.xhtml?persistentId=doi:10.7910/DVN/2E2M9Z,"Apr 11, 2018","What is the relationship between trade and social institutions in the developing world? The research literature is conflicted: importing firms may demand that trading partners observe higher labor and environmental standards, or they may penalize higher standards that raise costs. This study uses new data on retailers and manufacturers to analyze how firm-level trade responds to information about social standards. Contrary to the ""race to the bottom"" hypothesis, it finds that retail importers reward exporters for complying with social standards. In difference-in-differences estimates from over two thousand manufacturing establishments in 36 countries, achieving compliance is associated with a 4% [1%, 7%] average increase in annual purchasing. The effect is driven largely by the apparel industry---a longterm target of anti-sweatshop social movements---suggesting that activist campaigns can shape patterns of global trade. (2018-01-03)","Political economy, Trade,  Labor, Regulation, Global supply chains"
"Replication Dataset for: Prejudice, Strategic Discrimination,  and the Electoral Connection: Evidence from a pair of field experiments in Brazil",/dataset.xhtml?persistentId=doi:10.7910/DVN/SEHMGR,"Apr 10, 2018","Can electoral incentives mitigate racial and class prejudices toward underrepresented groups? We use a pair of large-scale field experiments to investigate the responsiveness of Brazilian legislative candidates to information requests from fictitious voters before and after the 2010 elections. Our panel study design allows us to examine how politicians' electoral incentives and prejudices jointly affect their responsiveness to voters with randomly assigned socioeconomic and partisan characteristics. Distinguishing between prejudiced and strategic discrimination in responsiveness, we find that socioeconomically privileged and competitive candidates are equally responsive to underrepresented voters in advance of the election, yet less responsive once in office. (2017-11-2)","Bias, Representation, Institutions, Field experiments"
Replication Data for: Chains of Love? Global Production and the Firm-Level Diffusion of Labor Standards,/dataset.xhtml?persistentId=doi:10.7910/DVN/ZYRC8S,"Apr 9, 2018","Under what conditions does the global economy serve as a means for the diffusion of labor standards and practices? We anticipate variation among internationally engaged firms in their propensity to improve labor standards. Upgrading is most likely when a firm’s products exhibit significant cross-market differences in markups, making accessing high-standards overseas markets particularly profitable. Additionally, upgrading is more likely when lead firms attach a high salience to labor standards. Therefore, while participation in global production induces “trading up” behaviors among firms overall, the effect strength varies across industries. We test our expectations via a survey experiment, which queries foreign firms operating in Vietnam about their willingness to invest in labor-related upgrading. We find strong evidence for the effect of markups on upgrading choices and suggestive evidence for the saliency mechanism 

 Note: 

 1. Run ""20171205_MaleskyMosely_ReadMe_Master.do"" file to run through and create all working data, analyses, figures, tables, supplementary information, and codebook with a single push of the button. 

 2. Data converted from STATA 14 to STATA 13 to ease ingestion. All files can be run in STATA 13. 

 3. Chinese customs data is propietary and cannot be released at the product level. It is owned by the Chinese government. We provide our code of how we converted Chinese Customs Data and also provide aggregate markup data at the two-digit ISIC Code level. (2017-12-05)","Vietnam, Labor rights, Global production networks, MNCs, Surveys"
"Replication Data for ""Partisan Elites as Culprits? How Party Cues Shape Partisan Perceptual Gaps""",/dataset.xhtml?persistentId=doi:10.7910/DVN/TJ1ZXX,"Apr 3, 2018","Partisanship often colors how citizens perceive real world conditions. For example, an oft-documented finding is that citizens tend to view the state of the national economy more positively if their party holds office. These partisan perceptual gaps are usually taken as a result of citizens' own motivated reasoning to defend their party identity. However, little is known about the extent to which perceptual gaps are shaped by one of the most important forces in politics: partisan elites. With two studies focusing on perceptions of the economy -- a quasi-experimental panel study and a randomized experiment -- we show how partisan perceptual differences are substantially affected by messages coming from party elites. These findings imply that partisan elites are more influential on, and more responsible for, partisan perceptual differences than previous studies have revealed. (2017-12-09)","Party cues, Elite influence, Motivated reasoning, Partisan polarization, Public opinion, Political perception, Perceptual bias, Panel survey, Survey experiment"
Replication Data for: Legislative Capacity and Credit Risk,/dataset.xhtml?persistentId=doi:10.7910/DVN/WYA1S2,"Apr 2, 2018","Legislatures differ in their institutional capacity to draft and enact policy. While strong legislatures can increase the congruence of policy outcomes to the electorate’s preferences, they can also inject uncertainty into markets with their ability to alter the political economic landscape. We argue that this uncertainty will manifest in a state’s ability to borrow and hypothesize a negative relationship between legislative capacity and credit-worthiness. Using ratings of general obligation bonds issued by the American states over nearly two decades and data on the institutional capacity of state legislative assemblies, we find support for the claim that having a legislature that is better equipped to affect policy change increases credit risk evaluations. The results we present broaden our understanding of the importance of legislative institutions, the determinants of credit risk, and the economic implications of democratic responsiveness.","Political economy, Legislative bodies, Institutions"
Replication Data for: Putting Politics First:  The Impact of Politics on American Religious and Secular Orientations ,/dataset.xhtml?persistentId=doi:10.7910/DVN/BRRZSK,"Mar 14, 2018","Nearly all research on the political impact of Americans’ religious and secular orientations assumes that such orientations are exogenous to politics. Using multi-wave panel and experimental data, we find that religious and secular orientations are endogenous to political orientations. In other words, religion and secularism are a consequence as well as a cause of politics. In showing this, we make three major contributions. First, we conceptualize and measure secular orientations in a new way—not just as the absence of religion, but as an affirmative secular identity and positive commitment to secular principles. Second, our panel and experimental data allow for the most definitive test to date of whether political orientations exert a causal effect on religious and secular orientations. Third, we isolate the conditions under which politics affects religious-secular perspectives, thus identifying the mechanism that underlies political orientations. (2018-01-13)","Religion, Politics"
Replication Data for: When Common Identities Decrease Trust:  An Experimental Study of Partisan Women,/dataset.xhtml?persistentId=doi:10.7910/DVN/I4KVD1,"Mar 12, 2018","How does sharing a common gender identity affect the relationship between Democratic and Republican women? Social psychological work suggests that common ingroup identities unite competing factions. After closely examining the conditions upon which the Common Ingroup Identity Model depends, I argue that opposing partisans who share the superordinate identity of being a woman will not reduce their intergroup biases. Instead, I predict that raising the salience of their gender will increase cross-party biases. I support my hypotheses with a nationally representative survey of 3,000 adult women and two survey experiments, each with over 1000 adult women. These findings have direct implications for how women evaluate one another in contentious political settings and, more broadly, for our understanding of when we can and cannot rely upon common identities to bridge the partisan divide. (2017-01-01)","Political science, Political psychology, Common ingroup identity model"
Replication Data for: International Constraints and  Electoral Decisions: Does the Room to Maneuver Attenuate Economic Voting?,/dataset.xhtml?persistentId=doi:10.7910/DVN/K7OCDX,"Mar 5, 2018","Prominent studies of electoral accountability and economic voting suggest that government constraints and international financial structures decrease the economic vote. The proposed mechanism is often labelled as the Room to Maneuver and it posits that because elected officials have limited space to propose and implement economic policy, (1) politicians can shirk responsibility, and thus (2) voters are less likely to place voting weights on the economy. However, results from elections that took place in Europe during the Great Recession and scholarly research on economic voting in these elections cast serious doubts on the causal mechanism. This paper directly tests this mechanism with a survey experiment using data from Greece (the country most affected by the debt crisis). The results suggest that, although the economic vote is strong and substantive, its size does not vary across the Room to Maneuver treatments. This finding informs the literature on economic voting and carries out important implications for party strategies with respect to exogenous policy impositions and their electoral effects. (2017-03-14)",Economic voting
Replication Data for: Tree-Based Models for Political Science Data ,/dataset.xhtml?persistentId=doi:10.7910/DVN/8ZJBLI,"Mar 5, 2018","Political scientists often find themselves analyzing datasets with a large number of observations, a large number of variables, or both. Yet, traditional statistical techniques fail to take full advantage of the opportunities inherent in ``big data'' as they are too rigid to recover nonlinearities and do not facilitate the easy exploration of interactions in high-dimensional datasets. In this paper, we introduce a family of tree-based nonparametric techniques that may, in some circumstances, be more appropriate than traditional methods for confronting these data challenges. In particular, tree models are very effective for detecting nonlinearities and interactions, even in datasets with many (potentially irrelevant) covariates. We introduce the basic logic of tree-based models, provide an overview of the most prominent methods in the literature, and conduct three analyses that illustrate how the methods can be implemented while highlighting both their advantages and limitations. (2016-07-26)",Classification and regression trees
Replication Data for: Encouraging Political Voices of Underrepresented Citizens through Coproduction. Evidence from a Randomized Field Trial,/dataset.xhtml?persistentId=doi:10.7910/DVN/MZKJDR,"Feb 28, 2018","Not all citizens’ voices are heard with equal strength in the political chorus. Based on studies of policy feedback, we suggest that engaging underrepresented citizens in the production of public services (i.e., making them “coproducers”) increases their political voice. We use a field experiment to test the effect of involving ethnic minorities in the education of their children on their propensity to directly voice their preferences with the education policy through government citizen surveys and their tendency to vote in elections. Among these normally underrepresented citizens, coproduction increased their propensity to voice their preferences to politicians through citizen surveys but not their tendency to vote. The effect on voicing in government citizen surveys tends to be larger within the group that does not later vote in the election. The results indicate how policies involving underrepresented citizens can raise the voices of people who would not otherwise be heard. (2017-10-04)","Policy feedback, Voice, Coproduction, Political participation, Field experiments"
"Replication Data for: ""How conditioning on post-treatment variables can ruin your experiment and what to do about it""",/dataset.xhtml?persistentId=doi:10.7910/DVN/EZSJ1S,"Feb 20, 2018","In principle, experiments offer a straightforward method for social scientists to accurately estimate causal effects. However, scholars often unwittingly distort treatment effect estimates by conditioning on variables that could be affected by their experimental manipulation. Typical examples include controlling for post-treatment variables in statistical models, eliminating observations based on post-treatment criteria, or subsetting the data based on post-treatment variables. Though these modeling choices are intended to address common problems encountered when conducting experiments, they can bias estimates of causal effects. Moreover, problems associated with conditioning on post-treatment variables remain largely unrecognized in the field, which we show frequently publishes experimental studies using these practices in our discipline's most prestigious journals. We demonstrate the severity of experimental post-treatment bias analytically and document the magnitude of the potential distortions it induces using visualizations and reanalyses of real-world data. We conclude by providing applied researchers with recommendations for best practice. (2017-10-24)","Post-treatment bias, Causal inference, Experimental design"
"Replication Data for: Born weak, growing strong: Anti-government protests as a signal of rebel strength in the context of civil wars",/dataset.xhtml?persistentId=doi:10.7910/DVN/MYDZNF,"Feb 12, 2018","All rebel organizations start weak, but how do they grow and achieve favorable conflict outcomes? We present a theoretical model that allows for rebel organizations to gain support beyond their `core' and build their bargaining power during fighting. We highlight that rebel organizations need to win over crucial parts of society to generate the necessary support that allows them to attain favorable civil conflict outcomes. We find empirical support for the argument that low income individuals who initially fight the government (rebel organizations) have to convince middle-class individuals to turn out against the government to gain government concessions. Empirically, we demonstrate that government concessions in the form of peace agreements and the onset of negotiations become more likely when protest occurs in the context of civil conflicts.","Civil war, Protests"
"Replication Data for: Election Timing, Electorate Composition, and Policy Outcomes: Evidence from School Districts",/dataset.xhtml?persistentId=doi:10.7910/DVN/8R3LTP,"Feb 8, 2018","There is considerable debate about how election timing shapes who votes, election outcomes, and, ultimately, public policy. We examine these matters by combining information on more than 10,000 school tax referenda with detailed micro-targeting data on voters participating in each election. The analysis confirms that timing influences voter composition in terms of partisanship, ideology, and the numerical strength of powerful interest groups. But, in contrast to prominent theories of election timing, these effects are modest in terms of their likely impact on election outcomes. Instead, timing has the most significant impact on voter age, with the elderly being the most over-represented group in low-turnout special elections. The electoral (and policy) implications of this effect vary between states, and we offer one explanation for this variation. (2017-10-10)","Election timing, School bonds, School referenda, Direct democracy, Voter turnout"
